id	label	x	y	cluster	weight<Links>	weight<Total link strength>	weight<Occurrences>	score<Avg. pub. year>
1547	feasible strategy	-0.444	-0.3448	1	141	164	11	2016.0909
1548	fed batch	-0.3572	0.3205	2	228	287	22	2015.4091
1549	fed batch cultivation	-0.4979	-0.3808	1	205	273	23	2014.8696
1550	fed batch culture	-0.3595	-0.1305	1	239	317	23	2015.7391
1551	fed batch fermentation	-0.2982	-0.2447	1	489	778	65	2015.4
1552	fed batch mode	-0.485	0.1296	2	169	218	16	2014.6875
1553	fed batch simultaneous saccharification	-0.3333	0.628	2	103	133	10	2014.9
1554	feed intake	-0.4617	0.3487	2	58	75	10	2012.3
1555	feedback inhibition	-0.2992	-0.605	1	157	186	13	2016.3077
1556	feedstock composition	-0.5287	0.2771	2	146	171	14	2015.4286
1557	feedstock cost	-0.5153	0.5357	2	184	254	25	2015.8
1558	female flower	-0.874	-0.5952	1	98	178	11	2015.1818
1559	ferment	-0.3338	-0.118	1	128	162	14	2014.6429
1560	fermentability	-0.2828	0.3809	2	468	801	66	2013.8636
1561	fermentable monosaccharide	-0.2345	0.2751	2	109	126	12	2015.4167
1562	fermentable sugar production	-0.2081	0.5661	2	260	385	31	2015.6129
1563	fermentable sugar yield	-0.1493	0.3855	2	239	319	25	2015.64
1564	fermentation efficiency	-0.2886	0.2907	2	601	1035	89	2015.9888
1565	fermentation inhibitor	-0.2141	0.1775	2	483	780	70	2015.0143
1566	fermentation pathway	-0.3589	-0.2303	1	282	380	29	2015.6207
1567	fermentation performance	-0.2874	0.0569	2	466	747	63	2015.2063
1568	fermentation period	-0.1181	0.2439	2	199	242	26	2015.8077
1569	fermentation rate	-0.2585	0.0993	2	230	305	26	2013.6923
1570	fermentation residue	-0.3872	0.4842	2	168	218	21	2015.5714
1571	fermentation step	-0.178	0.3102	2	223	298	31	2014.7742
1572	fermentation strategy	-0.3483	0.0733	2	237	312	27	2016.5185
1573	fermentation temperature	-0.2534	0.3427	2	158	188	17	2015
1574	fermentation time	-0.2173	0.2244	2	428	643	64	2015.7031
1575	fermentation yield	-0.401	0.4041	2	231	297	26	2014.9615
1576	fermentative bacterium	-0.4962	0.4716	5	133	150	11	2015.0909
1577	fermentative hydrogen production	-0.3908	0.4188	5	188	299	31	2013.3871
1578	fermentative metabolism	-0.2544	-0.5127	1	175	244	21	2014.4286
1579	fermentor	-0.3877	0.3502	2	211	256	24	2012.375
1580	ferredoxin	-0.0973	-0.6661	1	180	269	20	2014.85
1581	ferritin	1.7945	-0.1942	3	201	472	20	2017.85
1582	ferrocene	2.0825	-0.1178	3	297	758	35	2014.1429
1583	fertilization	-0.6928	0.1078	2	224	273	24	2016.6667
1584	fertilizer	-0.664	0.2066	2	756	1380	128	2016.0781
1585	ferulate	-0.3404	-0.1803	2	168	238	17	2016
1586	feruloyl esterase	-0.0467	-0.0787	4	192	260	20	2016.25
1587	fesem	0.5294	0.5872	6	161	218	11	2018.4545
1588	ffa	0.1188	0.2511	6	720	2131	130	2014.9615
1589	ffas	0.0402	-0.06	6	342	745	43	2015.5116
1590	field condition	-0.6848	-0.0696	2	189	236	17	2013.6471
1591	field emission scanning electron microscopy	0.5022	0.5423	2	161	208	13	2016.6923
1592	field experiment	-0.7214	0.0288	2	311	441	35	2016.4
1593	field study	-0.6934	0.0787	2	158	224	19	2015.8421
1594	field trial	-0.7834	-0.0704	2	202	278	24	2014.9167
1595	filamentous fungi	-0.1138	-0.3419	4	564	998	76	2015.7895
1596	filamentous fungus trichoderma reesei	-0.0892	-0.5697	4	91	128	10	2016.5
1597	film	1.7804	-0.0887	3	820	3555	182	2013.1593
1598	film thickness	1.6094	-0.1467	3	150	225	13	2013
1599	filter paper	0.2794	-0.1532	4	463	755	54	2015.037
1600	filter paper activity	-0.0098	-0.0513	4	230	327	23	2014.4348
1601	filter paper unit	-0.1535	0.5689	2	277	459	30	2014.8
1602	filtrate	0.0002	0.1892	4	294	386	29	2015.1034
1603	final ethanol concentration	-0.2911	0.3327	2	323	523	46	2013.2391
1604	final ethanol yield	-0.3184	0.5042	2	135	184	16	2013.5
1605	final step	-0.6344	-0.559	1	194	241	15	2015.4667
1606	final titer	-0.2191	-0.6974	1	183	249	19	2015.5263
1607	fine tuning	-0.2565	-0.5718	1	142	184	13	2017.8462
1608	firmicute	-0.4	0.095	5	645	1461	91	2015.6044
1609	first evidence	0.6688	-0.2102	3	135	156	11	2013.7273
1610	first example	0.8207	-0.2557	3	303	428	27	2015.1481
1611	first generation	-0.2898	0.2264	2	129	148	15	2015.4667
1612	first phase	-0.4281	0.2653	5	137	155	12	2015.1667
1613	flash point	0.1033	0.7515	6	256	603	35	2015.2286
1614	flask culture	-0.3985	-0.23	1	188	246	17	2014.0588
1615	flavin	1.5087	-0.2904	3	203	321	18	2016.3889
1616	flavin adenine dinucleotide	1.8634	-0.1527	3	154	231	10	2013.9
1617	flow	0.4141	0.1765	3	1048	2226	160	2014.9688
1618	flow rate	0.4473	0.4112	6	735	1574	113	2014.0708
1619	flower	-0.3801	-0.4042	1	312	463	33	2016.5758
1620	flue gas	-0.728	0.1216	1	118	158	19	2015.5789
1621	fluid	0.8157	0.0933	3	644	1291	89	2016.3146
1622	flux balance analysis	-0.4588	-0.6481	1	291	484	33	2015.2121
1623	flux distribution	-0.4675	-0.6454	1	220	333	24	2015.75
1624	fmn	0.7478	-0.3952	3	108	136	10	2015.8
1625	fold purification	0.384	-0.1716	4	144	231	12	2014.3333
1626	food security	-0.5513	-0.0492	2	257	319	32	2015.5
1627	food supplement	-0.7199	-0.2943	1	85	105	12	2017.3333
1628	food waste	-0.4724	0.6073	5	717	1534	133	2017.3609
1629	forage	-0.6212	-0.1628	2	389	594	47	2015.1064
1630	forest biomass	-0.4879	0.4779	2	141	176	14	2013.7857
1631	forest residue	-0.3559	0.5618	2	264	357	34	2014.5
1632	forestry	-0.4097	0.2732	2	147	167	15	2014.9333
1633	formal potential	2.0222	-0.1795	3	303	620	29	2011.3103
1634	formate dehydrogenase	0.6617	-0.4347	3	319	499	34	2015.0294
1635	fourier transform infrared spectroscopy	0.4827	0.6879	6	147	188	12	2017.75
1636	fpase	-0.0117	0.1127	4	308	581	43	2016.4651
1637	fpp	-0.2792	-0.721	1	112	151	10	2016.9
1638	fpu	-0.1648	0.5529	2	513	1021	74	2015.0405
1639	fpu cellulase	-0.0541	0.6656	2	104	143	10	2014.8
1640	fpu g	-0.1667	0.6255	2	257	405	30	2015.5667
1641	fpu g glucan	-0.0426	0.6563	2	142	222	14	2013.2143
1642	fpu ml	-0.1035	0.1757	4	166	229	21	2015.2857
1643	fragrance	-0.1952	-0.6471	1	249	393	37	2017.5676
1644	free cell	0.1147	0.3035	5	137	192	18	2015.7778
1645	free enzyme	0.7275	0.0901	6	506	883	59	2015.1864
1646	free fatty acid	0.0471	0.1053	6	1036	3422	226	2014.9469
1647	free fatty acid content	0.1898	0.5977	6	189	322	20	2015.85
1648	free lipase	0.6796	0.4104	6	214	392	23	2016.3913
1649	frequency factor	0.0997	0.7053	2	102	156	12	2015.9167
1650	fresh weight	-0.5674	-0.2879	1	232	273	21	2015.7619
1651	freshwater	-0.5624	0.0016	1	289	363	32	2016.4688
1652	frt	2.1082	-0.127	3	152	372	15	2017.0667
1653	fructose dehydrogenase	1.938	-0.2079	3	267	713	36	2014.7778
1654	ft ir	0.4575	0.4872	2	693	1474	87	2016.6437
1655	fuel cell	1.6668	-0.0421	3	759	2949	181	2013.7901
1656	fuel characteristic	-0.2935	0.4078	2	223	292	25	2017.68
1657	fuel ethanol production	-0.2496	0.3405	2	419	649	63	2012.127
1658	fuel property	-0.0714	0.4517	6	672	1771	109	2016.0275
1659	full length	-0.1952	-0.5873	4	334	478	28	2016
1660	functional analysis	-0.4827	-0.6406	1	456	672	42	2014.881
1661	functional annotation	-0.479	-0.63	1	308	480	28	2016.3214
1662	functional category	-0.5725	-0.6169	1	268	343	19	2013.2632
1663	functional characterization	-0.1711	-0.555	4	500	782	49	2015.0816
1664	functional diversity	-0.282	-0.2068	4	183	236	15	2017.2667
1665	functional expression	0.012	-0.5343	1	254	325	18	2015.7222
1666	functional gene	-0.5486	-0.2792	1	170	207	16	2015.0625
1667	functional genomic	-0.5387	-0.6733	1	194	287	17	2013.5882
1668	functional role	-0.4004	-0.562	1	341	461	29	2016.4828
1669	functional unit	-0.4761	0.3907	2	135	204	14	2015.2143
1670	functionalization	1.4901	-0.0213	3	382	661	35	2015.0571
1671	fundamental	1.0045	-0.0842	3	152	173	13	2014.0769
1672	fungal cellulase	0.0585	-0.1137	4	278	398	28	2015.2143
1673	fungal isolate	-0.2523	-0.044	4	212	284	22	2016.1818
1674	fungal pretreatment	-0.2189	0.4534	2	302	476	41	2016.3415
1675	furaldehyde	-0.2148	-0.0608	2	131	163	15	2013.6
1676	furan derivative	-0.1108	0.0572	2	118	139	14	2015.8571
1677	furfural production	-0.339	0.587	2	99	119	12	2014.0833
1678	further application	0.813	0.2122	3	189	216	14	2014.2143
1679	further characterization	-0.1854	-0.404	4	136	151	12	2013.1667
1680	further engineering	-0.2492	-0.6328	1	182	216	15	2016.2
1681	fusca	0.0466	-0.3945	4	181	230	19	2014.5789
1682	fusion	0.0717	-0.5309	1	513	740	44	2015.2727
1683	fusion protein	0.1329	-0.5819	4	346	486	31	2015
1684	future application	0.7469	-0.1202	3	277	364	25	2015.04
1685	future effort	-0.4162	-0.3319	1	134	141	10	2016
1686	fv fm	-0.73	-0.4364	1	189	243	16	2016.6875
1687	g biomass	-0.1753	0.5141	2	342	484	32	2016.5312
1688	g cod	-0.4791	0.7164	5	169	245	21	2016.2857
1689	g cod l	-0.3051	0.7237	5	95	127	10	2015.6
1690	g ethanol	-0.3084	0.3418	2	448	702	65	2015.8308
1691	g g	-0.2704	0.2213	2	1125	2556	205	2016.2146
1692	g g glucose	-0.2366	-0.1353	1	122	136	10	2016.6
1693	g g1	-0.3024	0.1602	2	174	223	22	2018.1364
1694	g glucose	-0.2708	0.1323	2	386	525	43	2015.0698
1695	g kg	-0.3939	0.4332	2	383	534	47	2015.2979
1696	g kg dm	-0.4794	0.3086	2	83	101	10	2018.3
1697	g l butanol	-0.1715	0.0409	2	194	320	22	2017.6818
1698	g l ethanol	-0.2388	0.1489	2	521	864	74	2015.9865
1699	g l glucose	-0.2577	0.1824	2	447	683	52	2016.0577
1700	g l h	-0.2957	0.0923	2	583	1077	87	2016.1494
1701	g l yeast	-0.5591	0.0412	1	101	108	10	2015.6
1702	g l1 h1	-0.2861	0.2005	2	141	171	17	2018.1176
1703	g lh	-0.2275	0.0507	2	187	269	23	2016.8696
1704	g liter	-0.2173	-0.282	1	167	210	15	2012.0667
1705	g m	-0.7577	0.0555	2	151	174	11	2015.5455
1706	g mol	0.0016	0.3058	2	137	177	14	2014.2143
1707	g sugar	-0.341	0.3082	2	201	263	22	2014.6818
1708	g vs	-0.6149	0.6694	5	219	349	25	2017.24
1709	gal	-0.0484	0.4005	2	246	345	31	2013.8387
1710	galactan	-0.1484	0.11	2	100	119	10	2013.9
1711	galactomannan	0.2027	-0.3926	4	163	276	17	2015
1712	galactosidase	0.0914	-0.3244	4	315	450	30	2015.9
1713	gallon	-0.3674	0.4803	2	371	582	54	2012.4444
1714	gammaproteobacteria	-0.4939	-0.1163	5	118	154	12	2017.25
1715	ganoderma lucidum	0.0336	0.3914	4	97	114	10	2016.5
1716	gas chromatography analysis	-0.1188	0.2671	6	130	150	11	2014.7273
1717	gas fermentation	-0.2473	-0.3819	1	152	215	19	2015.0526
1718	gas production	-0.4228	0.4357	5	378	571	51	2015.2353
1719	gas stripping	-0.2492	0.099	2	114	143	12	2016.0833
1720	gaseous product	-0.085	0.5266	2	100	126	15	2015.9333
1721	gbfc	1.9155	-0.0698	3	218	449	23	2016.087
1722	gc content	-0.2739	-0.4584	1	161	222	16	2016.6875
1723	gc electrode	1.9608	-0.1493	3	277	626	26	2011.6538
1724	gc fid	-0.4053	0.2671	2	148	178	15	2015.4667
1725	gce	2.0356	-0.0408	3	328	793	30	2014.4333
1726	gdh	1.6996	-0.2677	3	517	1550	71	2013.4225
1727	gel	0.6165	0.0898	6	566	930	65	2014.7385
1728	gel filtration	0.2146	-0.0967	4	150	194	11	2015.6364
1729	gel filtration chromatography	0.155	0.0165	4	166	222	14	2016.7857
1730	gel permeation chromatography	0.1078	0.3716	2	148	206	18	2015.8889
1731	genbank	-0.5159	-0.4374	1	124	157	12	2014.8333
1732	gene	-0.3757	-0.5285	1	3053	26961	1829	2015.4106
1733	gene cloning	0.1422	-0.4015	4	167	220	14	2015.5
1734	gene cluster	-0.1259	-0.4981	1	434	651	46	2016.3913
1735	gene deletion	-0.2669	-0.7085	1	282	433	33	2015.0909
1736	gene expression	-0.5098	-0.599	1	1306	3439	217	2015.4009
1737	gene expression analysis	-0.6124	-0.5688	1	374	594	36	2015.6944
1738	gene expression profile	-0.6428	-0.5963	1	186	234	12	2014.0833
1739	gene family	-0.5396	-0.67	1	362	701	40	2015.1
1740	gene function	-0.517	-0.5489	1	163	202	13	2014.6154
1741	gene knockout	-0.4367	-0.6959	1	147	195	15	2016.1333
1742	gene ontology	-0.7264	-0.6547	1	211	351	17	2014.9412
1743	gene product	-0.4052	-0.5773	1	345	462	30	2014.7667
1744	gene regulation	-0.4796	-0.6787	1	187	241	14	2015.9286
1745	genera	-0.4275	-0.041	5	566	872	64	2016.7031
1746	genes	-0.4871	-0.4788	1	550	904	56	2014.8929
1747	genetic	-0.5353	-0.4735	1	412	623	48	2014.4792
1748	genetic analysis	-0.7029	-0.5551	1	211	280	18	2014.7222
1749	genetic background	-0.4966	-0.4902	1	338	451	31	2016.3548
1750	genetic basis	-0.5392	-0.5267	1	254	340	25	2015.64
1751	genetic determinant	-0.5733	-0.5865	1	141	185	11	2015.6364
1752	genetic diversity	-0.6584	-0.3805	1	266	413	33	2014.7576
1753	genetic improvement	-0.6997	-0.4911	1	379	562	34	2015.5
1754	genetic manipulation	-0.3831	-0.5601	1	653	1102	72	2015.0556
1755	genetic marker	-0.7398	-0.4836	1	154	205	12	2014.75
1756	genetic mechanism	-0.611	-0.5527	1	169	207	13	2016.6154
1757	genetic perturbation	-0.4167	-0.6676	1	152	217	14	2016.1429
1758	genetic system	-0.2771	-0.734	1	139	189	16	2014.25
1759	genetic tool	-0.4681	-0.6966	1	352	528	39	2015
1760	genetic transformation	-0.5685	-0.575	1	165	201	13	2015.6923
1761	genetic variation	-0.6796	-0.2725	1	273	447	33	2014.7879
1762	genome	-0.3644	-0.5659	1	1757	6134	421	2015.3753
1763	genome analysis	-0.3179	-0.5081	1	248	329	21	2015.2857
1764	genome editing	-0.3971	-0.5593	1	128	172	16	2017.5
1765	genome scale metabolic model	-0.4686	-0.6572	1	173	243	20	2015.7
1766	genome scale model	-0.4592	-0.7243	1	175	242	18	2014.9444
1767	genome sequence	-0.4559	-0.5864	1	548	947	56	2015.4107
1768	genome sequencing	-0.4	-0.5495	1	381	569	42	2015.7857
1769	genomic	-0.3915	-0.4888	1	375	527	43	2014.6512
1770	genomic analysis	-0.1611	-0.4673	1	229	285	22	2014.5909
1771	genomic data	-0.267	-0.6246	4	209	255	15	2014.6667
1772	genomic dna	-0.2347	-0.4944	1	281	366	20	2015.4
1773	genomic tool	-0.5951	-0.5762	1	124	149	12	2013.25
1774	genotype	-0.6361	-0.2231	1	742	1546	114	2015.8596
1775	genus clostridium	-0.1797	-0.4133	1	119	133	12	2016.0833
1776	geobacillus	0.0991	-0.187	4	278	383	30	2014.8667
1777	germplasm	-0.7733	-0.4416	1	314	500	33	2015.1212
1778	gfp	-0.248	-0.6921	1	226	311	21	2014.8571
1779	gh family	0.1119	-0.3796	4	281	441	23	2016.3043
1780	gh1	0.1669	-0.515	4	176	258	20	2017.85
1781	gh10	0.0752	-0.2838	4	179	267	16	2016.5
1782	gh11	0.1505	-0.3273	4	205	305	20	2015.35
1783	gh3	0.1959	-0.3824	4	236	353	19	2016.7368
1784	ghg	-0.647	0.4647	2	408	1068	84	2015.2024
1785	ghg emission	-0.6235	0.4863	2	391	927	71	2015.5211
1786	ghs	0.0092	-0.3968	4	237	382	21	2016.2381
1787	giant	-0.5763	0.097	2	145	162	12	2016.5
1788	giant reed	-0.3298	0.2736	2	145	185	16	2015.25
1789	gibberellic acid	-0.8347	-0.5957	1	129	162	11	2015.0909
1790	gibberellin	-0.8609	-0.5678	1	104	160	10	2016.8
1791	giganteus	-0.6741	0.058	2	318	488	39	2014.3846
1792	glassy carbon	2.0502	-0.1594	3	362	944	39	2012.3333
1793	glassy carbon electrode	2.0536	-0.1083	3	587	2612	117	2012.5983
1794	glc	0.1461	0.0318	4	139	162	11	2014.7273
1795	global warming potential	-0.6374	0.5712	2	146	250	18	2017.4444
1796	glucan	-0.1574	0.2793	2	1263	3547	245	2014.5918
1797	glucan content	-0.1921	0.4835	2	201	287	22	2015.3636
1798	glucan conversion	-0.1505	0.4818	2	328	519	34	2014.5882
1799	glucan digestibility	-0.0731	0.6599	2	154	271	17	2014.0588
1800	glucan loading	-0.3089	0.3674	2	124	188	11	2013.1818
1801	glucanase	0.0884	-0.219	4	714	1500	96	2015.5625
1802	gluconic acid	1.0925	-0.2193	3	236	322	21	2012.9048
1803	glucose biofuel cell	1.9253	-0.0362	3	447	1344	67	2016.0597
1804	glucose biosensor	1.8898	-0.166	3	445	1193	55	2014.1636
1805	glucose concentration	0.6619	0.1033	3	1198	2832	190	2015.1579
1806	glucose consumption	-0.3008	-0.1983	1	215	268	22	2015
1807	glucose conversion	0.1417	0.5236	2	251	358	29	2015.7931
1808	glucose dehydrogenase	1.8464	-0.2553	3	536	1925	98	2013.7347
1809	glucose detection	1.7908	-0.1642	3	249	427	19	2017.2105
1810	glucose fuel cell	1.6761	0.0542	3	199	349	21	2014.4762
1811	glucose medium	-0.5148	-0.0597	1	158	184	16	2015.8125
1812	glucose molecule	1.0619	-0.2123	3	139	161	11	2014.1818
1813	glucose o	2.047	-0.1458	3	176	319	16	2011.3125
1814	glucose oxidase	1.9062	-0.0972	3	954	8103	400	2014.1525
1815	glucose oxidase enzyme	1.8472	-0.0646	3	159	219	10	2014.5
1816	glucose oxidation	1.9786	-0.1386	3	607	2601	127	2014.9213
1817	glucose oxidation reaction	1.962	0.036	3	190	379	17	2018.6471
1818	glucose oxygen biofuel cell	2.0265	-0.1005	3	209	411	19	2013.7368
1819	glucose production	-0.0291	0.3674	2	339	477	43	2015.8605
1820	glucose recovery	-0.1657	0.5903	2	232	337	26	2015.3462
1821	glucose release	-0.3021	0.0565	2	416	622	42	2015.9524
1822	glucose sensing	1.6917	-0.2114	3	200	308	14	2016.0714
1823	glucose sensor	1.9445	-0.1354	3	289	630	30	2014.3667
1824	glucose solution	1.2368	0.0145	3	180	244	18	2013.3889
1825	glucose tolerance	0.3858	-0.5055	4	102	129	12	2017.3333
1826	glucose yield	-0.1335	0.5303	2	869	2126	168	2015.4226
1827	glucosidase	0.0591	-0.0791	4	1532	5024	374	2015.6096
1828	glucosidase activity	0.0756	-0.207	4	462	854	62	2015.5323
1829	glucosidase gene	0.1509	-0.4318	4	215	335	20	2015.8
1830	glucosidase production	0.066	-0.0872	4	134	181	15	2015.9333
1831	glucuronic acid	-0.0125	-0.1452	4	212	317	24	2015.2083
1832	glucuronidase	-0.2182	-0.4396	4	255	392	25	2014.4
1833	glucuronoxylan	-0.049	-0.4176	4	147	211	12	2015.75
1834	glutaraldehyde	1.4736	0.1789	3	483	1197	59	2015.4576
1835	glutathione	-0.0129	-0.3607	1	184	223	19	2016.1053
1836	glyceraldehyde	-0.166	-0.6327	1	192	245	20	2015.2
1837	glyceride	0.3038	0.5978	6	218	383	26	2013.6154
1838	glycerin	-0.2289	0.4571	5	228	289	28	2014.7143
1839	glycerine	-0.3618	0.7374	5	110	132	12	2013.5833
1840	glycerol concentration	-0.3839	0.0368	1	249	362	35	2014.4857
1841	glycerol consumption	-0.385	-0.1806	1	118	141	14	2015.5
1842	glycerol dehydrogenase	-0.1058	-0.4236	1	148	221	15	2014.3333
1843	glycerol fermentation	-0.2786	-0.0863	1	109	143	14	2015.0714
1844	glycerol kinase	-0.219	-0.4995	1	140	179	13	2015.5385
1845	glycerol metabolism	-0.3031	-0.4001	1	200	289	22	2015.5909
1846	glycerol production	-0.3502	-0.2086	1	157	195	13	2014.3846
1847	glycerol utilization	-0.3532	-0.2868	1	196	270	22	2014.8182
1848	glycine max	-0.6325	-0.1354	2	208	248	17	2013.8824
1849	glycogen	-0.4358	-0.4557	1	220	293	25	2016.08
1850	glycolysis	-0.4952	-0.6255	1	592	1166	74	2015.8919
1851	glycolytic pathway	-0.4718	-0.7443	1	152	203	14	2015.7857
1852	glycosidase	0.2432	-0.2684	4	109	128	12	2015.6667
1853	glycoside	0.0564	-0.3099	4	245	341	27	2014.963
1854	glycoside hydrolase	0.0638	-0.413	4	816	2187	145	2015.3655
1855	glycoside hydrolase family	0.181	-0.3933	4	570	1271	80	2015.5
1856	glycosidic bond	0.2831	-0.1929	4	375	548	45	2016.1333
1857	glycosidic linkage	0.1906	-0.1677	4	188	221	17	2016.4706
1858	glycosyl hydrolase	0.0508	-0.375	4	456	728	44	2014.25
1859	glycosyl hydrolase family	0.2059	-0.4134	4	294	495	30	2014.1667
1860	glycosylation	0.2826	-0.4085	4	370	526	40	2015.825
1861	glycosyltransferase	-0.3782	-0.5619	1	234	386	23	2014.6522
1862	god	2.0187	-0.1099	3	356	936	42	2013.381
1863	gold	1.7303	-0.1388	3	421	930	53	2013.8679
1864	gold electrode	1.8626	-0.1953	3	399	996	51	2012.5686
1865	gold nanoparticle	1.9685	-0.1633	3	539	1832	88	2015.1477
1866	gold surface	1.6087	-0.2246	3	183	284	18	2013.3333
1867	golgi	-0.272	-0.5674	4	124	200	14	2012.7857
1868	gompertz equation	-0.5203	0.7866	5	83	105	11	2015.3636
1869	gompertz model	-0.3973	0.6921	5	212	337	33	2017.2121
1870	good performance	0.7284	0.0749	3	265	310	23	2015.7826
1871	good stability	1.4937	-0.0463	3	426	804	40	2014.225
1872	gor	2.0155	0.0216	3	148	279	12	2018.5
1873	government	-0.5074	0.3637	2	282	439	48	2013.4375
1874	gox	1.9125	-0.0749	3	858	5663	267	2014.7378
1875	gpc	0.0582	0.3628	2	170	253	24	2016
1876	gradient gel electrophoresis	-0.2025	0.3455	5	246	410	26	2012.6154
1877	grain yield	-0.7231	0.1296	2	183	241	22	2013.9545
1878	granular sludge	-0.5282	0.6225	5	161	245	19	2016.1579
1879	grape	0.5198	0.1308	2	129	152	14	2015.6429
1880	graphene	1.8685	-0.1061	3	404	1137	61	2016.1475
1881	graphene oxide	1.7657	0.0507	3	419	1049	48	2017.4792
1882	graphite	1.6686	-0.1033	3	373	769	42	2011.7619
1883	graphite electrode	1.7617	-0.1553	3	364	824	46	2013.0217
1884	grass species	-0.6289	-0.3118	1	203	240	18	2016.3333
1885	grassland	-0.5878	0.2907	2	165	206	19	2014.3684
1886	grease	-0.1532	0.5046	5	237	408	32	2014.5938
1887	great significance	0.4022	-0.087	4	214	233	15	2017.2
1888	greater understanding	-0.5839	-0.3959	1	203	234	15	2014.2
1889	greater yield	-0.4568	0.2975	2	111	124	11	2015.0909
1890	green alga	-0.5734	-0.5814	1	287	447	30	2015.0667
1891	green alga chlamydomonas reinhardtii	-0.4357	-0.8023	1	170	258	17	2014.7059
1892	green algae	-0.5693	-0.4402	1	517	861	65	2014.8769
1893	green diesel	-0.2902	-0.1312	1	122	144	10	2017
1894	green fluorescent protein	-0.059	-0.6166	1	159	204	16	2016
1895	green fuel	0.0534	0.4168	6	156	180	12	2016.75
1896	green microalga	-0.6634	-0.3638	1	270	361	22	2015.6818
1897	green microalgae	-0.756	-0.2651	1	327	511	36	2016
1898	green process	-0.1239	0.5152	6	145	159	13	2017.0769
